Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
32,Male,Europe,Strategy,23.624213574090007,0,Easy,7,113,44,19,Medium
17,Male,USA,Sports,13.680141403348149,0,Easy,11,36,23,33,Medium
29,Male,Asia,RPG,4.997059757045624,0,Easy,0,92,21,1,Low
33,Female,USA,Simulation,16.848113712358654,0,Medium,17,156,2,28,High
28,Female,Europe,RPG,12.41082330612183,0,Easy,2,64,27,5,Low
17,Male,Europe,Strategy,15.863200628507272,0,Easy,11,163,37,46,High
38,Female,Europe,Strategy,2.2623788685222417,0,Medium,12,131,12,37,High
26,Male,Asia,RPG,11.556251615253114,0,Easy,3,103,63,47,Medium
25,Male,USA,Simulation,10.222644180336546,0,Easy,5,71,66,28,Medium
25,Female,Asia,Strategy,15.885076987852967,0,Easy,7,159,58,5,Medium
36,Male,Europe,Sports,20.356684407159847,0,Medium,6,55,58,40,Medium
15,Male,Other,Sports,19.919572443967752,0,Easy,6,39,35,23,Low
28,Male,Europe,Strategy,19.746198955015977,0,Easy,9,54,21,33,Low
33,Female,Europe,Action,11.763767270932965,0,Easy,13,163,18,28,High
31,Female,Asia,RPG,12.107692630013949,0,Easy,11,65,2,23,Medium
38,Male,Asia,RPG,17.60891424793278,0,Easy,19,19,71,11,Medium
41,Male,Asia,Sports,2.939193645205924,0,Easy,5,105,53,37,Medium
47,Female,USA,Strategy,12.065687461012908,0,Easy,5,172,92,35,Medium
22,Male,USA,Sports,6.574249100227659,1,Medium,6,142,95,10,Medium
32,Male,Asia,RPG,19.119496060761648,0,Medium,10,161,46,7,High
43,Female,Europe,Action,18.928935472974477,0,Medium,0,27,17,8,Low
44,Female,USA,Sports,16.387162254680163,0,Hard,1,16,77,2,Low
44,Male,Europe,Simulation,22.91453437206228,0,Hard,16,103,56,2,High
25,Female,USA,Strategy,7.747334160924396,1,Easy,3,159,84,29,Medium
15,Female,Asia,Strategy,10.604341327616773,0,Hard,6,139,72,24,Medium
17,Female,Asia,Simulation,17.269180954176726,0,Easy,19,152,96,25,High
45,Female,Europe,Action,21.41475715215684,0,Hard,11,57,38,36,Medium
34,Male,USA,Simulation,21.47586583097829,0,Easy,18,87,38,4,High
46,Male,Europe,Action,7.218140231725681,1,Easy,6,33,80,49,Medium
47,Male,Asia,RPG,7.346908298706278,0,Easy,16,71,94,40,Medium
31,Male,Asia,Simulation,5.255737244429498,0,Medium,7,166,1,22,Medium
26,Male,Asia,RPG,16.381383976130426,0,Easy,11,28,99,12,Medium
47,Female,USA,Simulation,4.277797145599044,0,Medium,14,148,72,30,High
37,Male,USA,RPG,7.505423116531639,0,Easy,3,106,60,20,Medium
19,Male,USA,Sports,16.52083397229067,0,Easy,6,173,36,0,Medium
28,Female,USA,RPG,20.80747822377752,0,Medium,6,36,11,10,Low
45,Female,Europe,Action,18.2205658987926,0,Easy,15,157,45,19,Medium
46,Male,USA,RPG,14.291565406622198,0,Easy,1,55,70,30,Low
30,Male,Europe,RPG,0.3206723956314397,0,Easy,10,126,42,4,Medium
35,Female,Asia,Simulation,5.38109675390965,0,Easy,2,131,49,28,Medium
28,Female,Europe,Action,11.969057957501592,0,Easy,12,119,9,24,Low
37,Female,Europe,RPG,16.3951654037015,0,Medium,4,36,9,44,Low
44,Female,Europe,Action,3.882969610154805,0,Easy,17,135,64,24,High
47,Male,Asia,Sports,16.98440377186586,0,Hard,6,167,83,12,Medium
44,Female,USA,Strategy,9.10388193046314,0,Medium,0,60,13,26,Low
32,Male,Europe,Simulation,4.301311986269213,1,Hard,7,18,61,48,Low
49,Female,Europe,Action,22.03916926627813,0,Easy,18,119,68,26,High
32,Male,Other,Simulation,5.295439390790628,0,Medium,11,134,3,16,High
16,Male,Asia,Action,12.278865488954157,1,Easy,8,145,65,8,Medium
33,Male,USA,Simulation,10.193102093315863,0,Easy,6,174,30,43,Medium
30,Female,Europe,Strategy,7.224258648728703,1,Medium,5,173,19,2,Low
33,Male,Asia,Sports,22.12612425196033,0,Easy,11,75,45,30,Medium
18,Male,Asia,Strategy,18.909843790355684,0,Easy,5,77,39,11,Medium
46,Female,Asia,Strategy,8.955094512870296,0,Medium,18,76,5,20,Medium
28,Male,Other,Action,9.378583861544485,0,Easy,10,106,45,45,Medium
27,Female,USA,Action,7.543550754974066,0,Easy,7,108,51,46,Medium
18,Female,Asia,RPG,5.844972536220245,0,Medium,5,67,1,41,High
45,Female,Asia,Sports,6.465228479152428,1,Easy,16,149,10,30,High
22,Male,Asia,RPG,0.8191027964530955,0,Easy,5,41,26,44,Low
36,Male,Asia,Sports,2.828939025101863,0,Hard,6,42,62,32,Medium
19,Female,Europe,Sports,21.42976388101397,1,Medium,0,40,86,27,Low
35,Male,Asia,Strategy,14.605297716711725,0,Easy,15,81,44,26,Medium
15,Male,USA,Strategy,9.93875418720976,0,Medium,5,129,54,35,Medium
30,Male,Asia,Action,13.681939889139487,1,Easy,9,131,41,20,Medium
29,Male,Europe,Simulation,6.64401673699125,0,Medium,15,40,29,18,Medium
48,Male,Asia,Simulation,16.670154889970156,1,Hard,18,171,57,27,High
46,Male,USA,Strategy,14.598150154042678,0,Hard,9,19,42,42,Low
41,Female,Europe,Strategy,10.570970014974078,0,Medium,7,28,44,5,Low
37,Male,Europe,RPG,6.898365746317112,0,Hard,8,19,11,34,Low
38,Male,Asia,Simulation,10.00272327494928,0,Easy,3,156,83,20,Medium
38,Male,Asia,Simulation,0.9590674262927488,0,Easy,3,121,44,29,Medium
27,Male,Europe,Strategy,16.875233641252603,0,Easy,7,146,41,30,Medium
36,Female,Europe,Strategy,15.422924229792612,0,Hard,2,176,72,16,Medium
42,Male,Europe,RPG,23.079242252565003,0,Hard,1,29,49,41,Low
28,Female,USA,Strategy,20.39907374716297,0,Easy,7,34,94,4,Low
28,Female,Europe,Simulation,19.74881610992525,1,Medium,14,35,28,2,Medium
22,Male,Europe,Sports,21.20708199551395,0,Easy,7,125,84,3,Medium
49,Male,USA,Strategy,21.84673772905936,0,Medium,19,60,66,28,Medium
16,Male,USA,Strategy,11.467166591779865,1,Easy,5,114,1,12,Medium
19,Female,USA,Sports,1.8635308531543773,1,Easy,3,66,97,4,Low
17,Male,Other,Action,2.1215844271461384,0,Medium,15,178,51,6,High
27,Male,Europe,Action,17.395175443451244,0,Hard,14,113,38,46,High
30,Female,Asia,Simulation,12.68635420233758,1,Medium,15,84,33,44,Medium
23,Male,Other,Strategy,6.662802261876349,0,Easy,13,54,53,46,Medium
39,Male,Europe,Sports,18.893408207062603,0,Easy,16,142,84,23,High
16,Male,USA,RPG,16.633044491366924,0,Medium,9,139,91,36,High
45,Female,USA,Action,16.622627959811535,1,Hard,3,73,55,32,Low
35,Female,USA,Simulation,12.58230072821234,0,Medium,9,81,80,46,Medium
22,Male,Europe,Strategy,4.960652423625394,0,Hard,11,44,6,12,Medium
20,Female,USA,Strategy,0.6629217534670806,0,Easy,18,153,70,45,High
18,Female,Europe,Simulation,6.514408212299792,0,Easy,1,116,50,24,Low
43,Male,USA,Sports,9.782834567614442,0,Easy,1,18,70,32,Low
25,Female,Europe,Strategy,17.406926058468308,0,Easy,18,162,70,34,High
34,Male,Europe,RPG,8.013273190337916,0,Hard,8,126,90,12,Medium
49,Female,Asia,Sports,15.648052997831922,0,Easy,4,160,47,3,Low
45,Female,Europe,Sports,1.3053043629211398,0,Medium,1,55,16,14,Low
20,Male,Europe,RPG,3.2226170033355244,1,Medium,0,20,92,18,Low
41,Male,USA,Action,5.321262224811418,1,Easy,14,117,74,42,High
18,Male,Asia,Action,12.747018569776692,0,Easy,13,21,63,3,Low
19,Female,Asia,Simulation,17.941861100702397,1,Easy,18,102,70,1,High
34,Male,USA,Sports,11.452601304420767,0,Easy,16,155,7,20,High
16,Male,USA,Simulation,0.4712819357644973,0,Easy,1,17,38,27,Low
24,Female,USA,Strategy,13.165648783594634,0,Medium,5,19,28,25,Low
26,Male,Other,Strategy,22.64017719846929,1,Hard,15,99,97,2,High
35,Male,Other,Strategy,19.11920144038051,0,Hard,16,94,34,37,High
26,Female,Asia,RPG,23.86500910254228,0,Hard,17,100,37,24,High
42,Female,Other,RPG,7.840407027679172,0,Easy,8,25,38,5,Low
36,Male,Europe,RPG,4.080187693336264,0,Hard,19,137,89,45,Medium
16,Male,USA,Action,1.4592710225022945,0,Easy,18,83,62,22,Low
21,Male,Europe,Action,12.398225907158878,0,Medium,19,47,27,49,Medium
21,Male,Asia,Sports,0.2335637122474914,0,Medium,9,56,37,28,Medium
37,Male,USA,Simulation,22.13463940500661,1,Easy,19,44,1,1,Medium
21,Male,Asia,Simulation,17.472744480881378,0,Hard,5,70,79,22,Medium
21,Male,USA,Sports,13.262269774200352,0,Hard,12,33,88,31,Medium
27,Male,Europe,Strategy,14.398798719635463,0,Hard,0,66,83,4,Low
38,Male,Europe,Action,13.213191122842794,1,Hard,17,134,46,34,High
26,Male,Europe,Strategy,17.075552425217086,0,Hard,4,90,66,16,Medium
35,Male,USA,Sports,12.781747990108926,0,Easy,12,77,95,18,Low
45,Female,USA,Simulation,7.863498014461857,0,Easy,2,10,14,7,Low
44,Male,Europe,RPG,22.46423277925667,1,Medium,11,103,5,1,Medium
34,Female,Europe,Sports,16.740530536385066,0,Medium,9,17,88,33,Low
19,Male,USA,Action,2.8819984030450687,0,Easy,15,173,2,44,High
17,Female,Other,Action,15.171193403039004,1,Hard,11,112,45,19,Low
24,Male,USA,Sports,8.972737394969698,0,Medium,4,108,51,44,Medium
23,Male,USA,Strategy,23.40735407695468,0,Easy,2,59,38,4,Low
16,Male,Europe,Simulation,19.898732832251543,1,Hard,1,110,20,39,Low
17,Male,Europe,Simulation,10.100289432451335,0,Easy,4,153,67,28,Medium
27,Female,USA,Simulation,3.332779239060132,0,Easy,1,75,81,31,Low
23,Female,Asia,Simulation,13.911509002520011,0,Easy,12,152,8,7,High
33,Male,USA,Simulation,8.712380804560487,0,Hard,3,115,53,4,Medium
44,Male,USA,Action,10.13155653284896,0,Medium,11,168,11,29,High
31,Female,Asia,Strategy,1.413134673982329,0,Medium,15,106,91,39,High
25,Male,USA,Strategy,11.206032814343406,1,Medium,3,54,44,11,Low
46,Male,USA,Sports,8.39795928039079,0,Easy,13,148,84,33,High
19,Male,Asia,Sports,13.960703174897052,1,Easy,4,152,14,22,Low
16,Male,USA,Sports,1.562947154117948,1,Easy,19,33,20,0,Medium
34,Female,USA,Sports,12.683395298428987,0,Hard,15,73,67,25,Medium
19,Female,Europe,Action,19.73226360180293,0,Easy,13,173,21,47,High
39,Male,Other,RPG,9.522203634796329,0,Easy,11,123,17,33,Medium
30,Male,Europe,Strategy,9.599181495344697,1,Easy,16,57,3,14,Medium
26,Male,Other,RPG,21.53142744033393,0,Medium,11,155,29,12,High
24,Male,USA,Sports,8.19918921718613,1,Easy,4,153,52,1,Medium
47,Male,Asia,Sports,9.626525845277236,0,Hard,15,106,53,16,High
39,Female,Europe,Simulation,17.83012242964608,0,Hard,8,132,12,36,Medium
34,Female,Europe,Sports,14.647757101497184,0,Hard,14,38,77,5,Medium
38,Female,USA,Sports,1.7941525721292448,0,Easy,1,12,21,7,Low
49,Female,USA,Simulation,19.4139075123487,0,Medium,6,51,16,40,Medium
47,Male,USA,Sports,10.308268871430323,0,Medium,2,40,48,45,Low
46,Female,Asia,Strategy,18.523595176272902,0,Easy,6,120,69,15,Medium
48,Female,USA,Sports,10.98699355598142,1,Hard,19,106,14,35,High
26,Female,USA,Sports,5.389136182685357,0,Easy,19,67,83,31,Medium
48,Female,Other,Action,9.19966744929251,1,Easy,19,165,53,39,High
21,Female,USA,RPG,8.85593810870828,0,Hard,3,159,8,19,Medium
49,Male,USA,Action,13.714789648652024,0,Easy,4,96,75,49,Medium
45,Male,USA,Strategy,8.638847585829298,0,Easy,0,100,77,39,Low
39,Male,Europe,Simulation,1.1542194902549054,1,Medium,7,160,74,26,Medium
29,Female,USA,RPG,18.483880612005155,0,Hard,0,76,33,27,Low
37,Male,Asia,Action,2.282476033019024,1,Easy,6,144,16,37,Medium
35,Male,Europe,Simulation,21.29104510756297,1,Medium,12,178,19,47,High
49,Female,USA,Sports,15.855152462178063,0,Hard,16,142,86,46,High
43,Male,USA,Simulation,10.156625076597566,0,Medium,2,83,7,42,Low
41,Male,Europe,Action,2.131114607650624,0,Medium,6,122,62,17,Medium
19,Male,Other,Strategy,23.691530817768456,0,Medium,18,29,23,43,Medium
33,Male,USA,Action,4.313674291027652,0,Medium,19,61,66,17,Medium
45,Female,USA,Strategy,6.0944806405183725,0,Easy,6,145,24,26,Medium
25,Male,Asia,Action,10.170584970124974,0,Easy,2,104,43,22,Low
41,Female,Europe,RPG,17.38592416905062,0,Easy,2,136,4,17,Low
29,Male,Asia,Action,5.26252095213792,0,Medium,1,127,46,5,Low
33,Male,USA,Strategy,5.752277252410796,0,Easy,16,11,91,16,Low
48,Female,Asia,Strategy,23.02997923461381,0,Hard,10,88,37,46,Medium
46,Female,Europe,Simulation,7.613942697444284,1,Medium,13,143,67,27,High
37,Male,USA,Simulation,1.991920152192156,0,Easy,4,11,28,49,Low
33,Female,Europe,Action,6.335345371144397,1,Medium,13,72,5,7,Medium
22,Female,Europe,Strategy,6.155500904319716,0,Medium,7,178,28,19,Medium
47,Male,Asia,Simulation,11.144131626887445,0,Easy,2,98,79,43,Medium
46,Male,USA,Sports,16.018515618510172,0,Easy,11,164,66,26,High
47,Female,USA,Sports,5.62428510863867,0,Easy,8,88,88,27,Medium
24,Male,USA,RPG,15.992520558293062,0,Easy,11,47,84,14,Medium
27,Female,USA,Simulation,12.342350421767488,0,Hard,2,11,94,13,Low
46,Male,USA,Sports,21.71929178991584,0,Easy,11,71,46,40,Medium
37,Female,Asia,Action,4.563093846292742,1,Easy,12,98,92,24,Medium
19,Male,Europe,Action,6.131402564090577,0,Easy,14,89,74,40,Medium
28,Male,USA,Sports,5.076650883782024,1,Easy,19,45,81,37,Medium
25,Female,USA,Sports,21.759939492055484,0,Easy,5,115,26,27,Medium
44,Male,USA,Sports,8.491257056479677,0,Hard,8,108,73,25,Medium
47,Male,USA,Sports,23.464185469779206,0,Medium,4,80,72,3,Low
30,Female,Europe,RPG,1.5672167258918377,0,Medium,7,89,88,18,Medium
21,Female,Asia,Simulation,10.436191889507624,1,Easy,13,10,1,6,Low
16,Male,Other,Action,15.936594902022833,1,Easy,11,109,48,8,Medium
38,Male,USA,Action,18.210101027013728,0,Easy,8,149,62,41,Medium
30,Male,USA,Strategy,16.1948623161354,0,Easy,2,116,57,20,Low
30,Male,Europe,Sports,6.519727009471584,0,Medium,17,21,49,32,Medium
28,Female,Asia,Action,1.8615457659856487,0,Easy,11,24,56,16,Low
43,Male,Europe,Sports,12.910216698174864,0,Easy,10,60,52,4,Medium
28,Male,Asia,Simulation,14.359570634349687,0,Hard,10,176,54,11,High
49,Female,USA,RPG,14.04914330341816,0,Easy,5,33,3,22,Low
36,Female,Europe,RPG,0.9413675058569771,0,Hard,10,51,24,1,Medium
23,Female,Asia,Sports,10.242501482572758,0,Hard,8,13,84,24,Low
49,Female,USA,RPG,2.93337721844199,0,Medium,12,137,71,0,High
20,Female,Europe,Sports,5.72712341523562,0,Hard,12,37,5,37,Medium
40,Male,USA,Action,13.397105221729134,0,Medium,9,175,2,15,Low
36,Male,Europe,Simulation,1.0462360401625936,1,Medium,1,170,76,14,Low
19,Male,USA,Strategy,20.73624359855739,1,Easy,2,163,59,26,Medium
48,Male,USA,Action,7.229075593039747,1,Medium,1,156,54,36,Low
37,Male,Europe,Strategy,18.692806849223388,1,Easy,1,30,14,26,Low
46,Male,Other,Sports,12.945501608188902,0,Hard,11,167,77,13,High
29,Female,Europe,RPG,23.0279424492426,0,Medium,0,92,81,27,Low
42,Male,Other,Simulation,17.415632723472534,0,Easy,3,19,55,36,Low
47,Male,USA,Simulation,6.237059168799118,1,Easy,2,60,75,3,Low
24,Male,Asia,Strategy,12.32359765825494,0,Easy,3,62,82,38,Medium
39,Male,USA,Simulation,16.360660143217505,1,Easy,18,125,6,48,High
24,Male,Europe,Simulation,15.060518002212708,0,Medium,14,149,5,16,High
28,Male,Europe,Simulation,8.200614880900002,0,Medium,2,166,72,9,Medium
27,Male,USA,Strategy,21.06342640806193,0,Easy,16,66,6,45,Medium
22,Male,Europe,Sports,2.665464359015254,0,Easy,16,89,74,28,Low
34,Female,Europe,RPG,4.404636093257048,0,Easy,10,166,10,35,High
35,Male,Other,Simulation,3.3615539157158647,0,Medium,11,176,54,46,High
17,Male,Europe,Simulation,16.37453388778822,0,Hard,14,118,37,19,High
20,Male,Asia,Action,12.399399192261054,0,Easy,4,101,44,1,Medium
16,Female,Europe,RPG,14.078608882655043,0,Medium,17,120,52,41,High
46,Male,Asia,Action,14.00697997614117,0,Medium,15,52,89,35,Medium
47,Female,Asia,Action,22.436055060964705,0,Easy,18,61,73,2,Medium
42,Male,Europe,RPG,20.573397159438123,0,Easy,0,92,10,39,Low
21,Male,USA,RPG,11.213291789994743,1,Easy,14,85,68,45,Medium
38,Female,Other,Action,9.986753909212782,0,Easy,5,59,56,20,Medium
43,Female,USA,Sports,23.22584636824268,0,Easy,17,145,21,4,High
33,Female,Europe,Sports,14.469125537577852,1,Medium,7,71,92,4,Medium
42,Male,USA,Sports,0.1589753928587365,0,Easy,12,151,65,45,High
44,Male,USA,Sports,3.8422073833201695,0,Hard,0,110,2,39,High
25,Male,Europe,RPG,2.6778219916940547,0,Easy,3,102,59,10,Low
47,Male,USA,Sports,12.308988353456666,0,Hard,6,117,46,26,Medium
47,Male,Asia,RPG,16.247641251777473,0,Medium,7,169,45,7,Medium
29,Male,Europe,Simulation,19.552093914402267,1,Easy,18,13,28,32,Low
46,Female,Europe,Strategy,23.86653371338424,0,Hard,12,87,4,6,Medium
35,Male,USA,RPG,14.157477193801949,0,Easy,17,159,75,2,High
21,Female,USA,Simulation,14.891623622246843,0,Medium,4,104,25,9,Medium
39,Female,Europe,Strategy,19.19582514915609,1,Medium,19,174,79,20,High
16,Female,USA,Action,10.28487241216606,0,Medium,5,65,74,3,Low
26,Male,Asia,Action,12.389149302868011,0,Medium,13,43,61,11,Medium
34,Male,Europe,Action,10.542573809369593,0,Medium,10,76,36,34,Medium
33,Female,Asia,Sports,23.411844361693245,0,Medium,8,95,83,42,Medium
24,Male,USA,RPG,9.625686826701042,0,Easy,11,60,66,4,Medium
23,Male,USA,Action,5.98020248192849,1,Easy,6,89,76,47,Medium
31,Male,Europe,RPG,22.418778563419146,1,Medium,5,140,77,5,Medium
26,Male,Asia,Action,23.23348802595047,0,Easy,10,109,12,7,Medium
15,Female,Asia,RPG,3.246366656936764,0,Easy,8,125,94,48,Medium
15,Female,Europe,Simulation,7.54312335116344,0,Medium,13,34,52,35,Medium
33,Male,Asia,Action,23.94133125496042,0,Medium,4,77,38,29,Medium
36,Female,USA,RPG,4.527982173356731,0,Medium,0,79,8,1,Low
16,Male,Europe,Action,5.598294952263652,0,Easy,16,46,70,44,Medium
47,Male,Asia,Simulation,18.239923768047355,0,Easy,13,66,72,25,Medium
36,Male,USA,Action,10.50635969037124,0,Easy,19,163,50,3,Medium
25,Male,USA,Simulation,18.31159769946417,1,Easy,9,92,53,10,Medium
18,Female,USA,Sports,5.22495128702397,0,Easy,1,157,43,31,High
21,Male,Europe,Action,7.159593143507016,1,Easy,4,126,39,45,Medium
23,Male,Asia,Strategy,17.681229425771086,0,Easy,14,106,39,21,High
40,Female,Europe,Sports,0.3678359971236533,0,Medium,14,69,37,37,Medium
21,Male,USA,RPG,3.1136036185446727,0,Medium,15,151,28,42,High
42,Male,Asia,RPG,23.407912020281078,0,Easy,12,179,69,3,High
39,Male,Other,Action,23.9605683641894,0,Easy,18,63,40,29,Medium
20,Female,Other,Sports,19.60341787278627,0,Hard,0,10,54,39,Low
22,Female,Europe,Simulation,3.776936532865757,1,Easy,14,55,93,18,Medium
48,Male,Europe,RPG,5.670534739483847,0,Hard,7,25,68,10,Low
46,Female,Europe,Sports,5.855813373211132,0,Easy,6,95,80,17,Medium
22,Female,Europe,Strategy,2.103407323931399,0,Easy,9,128,36,27,Medium
20,Male,USA,Sports,4.472117939390156,0,Easy,14,34,17,45,Medium
41,Female,USA,Sports,9.153626362325724,0,Easy,16,77,89,11,Medium
35,Male,Europe,Action,3.927838504234809,0,Easy,14,69,20,21,Medium
27,Female,Other,Simulation,15.952939384456371,0,Easy,9,18,19,23,Low
43,Male,Asia,RPG,9.02702190185788,1,Medium,19,113,69,35,High
23,Male,USA,Simulation,13.33799898688093,0,Medium,15,77,32,41,Medium
18,Male,Europe,Sports,18.9894438133273,0,Easy,11,68,4,16,Medium
44,Female,Asia,RPG,18.902637388707184,0,Medium,13,28,87,31,Medium
29,Male,USA,RPG,23.81023960415512,0,Hard,8,36,36,46,Medium
20,Male,USA,Simulation,23.28454823364672,0,Medium,7,78,10,43,Medium
34,Female,Europe,RPG,4.427214456400623,0,Easy,9,40,58,31,Medium
39,Male,Europe,Action,10.628986962609387,0,Hard,8,90,7,35,Medium
27,Male,USA,Simulation,8.318799558939304,0,Medium,19,73,75,28,High
44,Female,Asia,Strategy,6.253842824323639,0,Easy,4,112,42,49,Medium
33,Female,Europe,Simulation,14.21680449600727,0,Medium,6,66,39,43,Medium
19,Male,Europe,Strategy,6.97486534198693,0,Hard,7,49,84,43,Medium
32,Male,Europe,RPG,14.436185367874147,0,Medium,0,107,70,26,Low
36,Male,Europe,Action,18.18428253034485,0,Easy,1,51,41,28,Low
21,Female,Europe,RPG,5.962374847007212,0,Hard,5,69,72,16,Medium
40,Female,Europe,RPG,4.342941743268284,0,Medium,9,115,16,32,Medium
18,Male,Europe,Simulation,1.2576615954442252,0,Easy,4,39,62,39,Low
37,Male,USA,Strategy,22.37932155782813,1,Hard,1,65,27,27,Low
34,Female,Europe,Sports,3.1447887801946965,0,Medium,13,81,35,32,Medium
17,Male,Asia,Strategy,23.70588777486535,0,Hard,10,149,91,46,High
21,Female,Asia,Strategy,22.272121599515646,0,Easy,11,104,50,42,Medium
21,Male,USA,Strategy,16.09833520065265,1,Medium,4,143,28,35,Medium
29,Female,USA,Action,5.399758201325357,0,Medium,13,157,7,44,High
35,Female,Europe,RPG,17.75147606996284,1,Easy,5,150,89,16,Medium
23,Female,Europe,RPG,3.546417402409085,0,Medium,18,37,85,1,Medium
44,Male,Europe,RPG,12.1550574931393,0,Easy,12,117,95,20,High
49,Female,Asia,Strategy,18.82864185180025,0,Hard,8,40,58,6,Low
36,Female,Other,RPG,8.691551509249148,1,Hard,5,178,23,32,Medium
17,Male,Europe,Sports,6.47949224942136,1,Hard,17,138,87,8,High
42,Female,USA,Action,1.982562630469273,0,Medium,1,68,55,16,Low
20,Female,Other,RPG,8.298426140532802,0,Medium,15,113,40,48,High
46,Male,Other,Action,14.725188091469567,0,Easy,17,149,37,20,High
28,Male,USA,Simulation,17.075594536188557,0,Hard,5,37,42,4,Low
22,Female,Europe,Strategy,22.356614945612908,0,Medium,15,18,37,43,Medium
16,Male,USA,RPG,0.871519827229247,1,Medium,18,45,70,3,Medium
34,Female,USA,RPG,17.873442172300006,1,Easy,3,65,15,14,Low
42,Male,USA,Action,20.99024203904411,1,Easy,13,48,16,26,Medium
22,Male,Europe,Simulation,20.53911995902008,0,Medium,0,42,38,39,Low
43,Male,Asia,Action,6.146618780625419,1,Medium,7,107,86,26,Medium
42,Female,USA,Simulation,6.097953135917649,0,Hard,17,45,74,32,Medium
30,Female,USA,Action,7.779211525374517,0,Easy,15,158,79,11,High
41,Female,Other,Simulation,19.736109599331275,1,Medium,2,45,49,22,Low
31,Male,Europe,Strategy,3.04475918601426,0,Medium,7,32,95,12,Low
42,Female,USA,Strategy,20.42835320548491,0,Easy,8,69,99,28,Medium
26,Male,Europe,Strategy,5.259926100644591,1,Medium,17,133,99,25,High
37,Female,USA,Sports,10.33322394803876,0,Medium,13,86,67,24,Medium
39,Female,USA,Action,21.96769667933625,1,Easy,18,84,51,5,High
48,Male,Asia,RPG,22.64018488137708,1,Hard,14,113,84,11,High
43,Female,USA,Action,5.089341492319575,0,Medium,4,124,61,8,Medium
41,Male,Other,Strategy,5.253892469619584,0,Easy,8,82,2,4,Medium
20,Male,Europe,RPG,6.660282877735454,1,Easy,1,115,55,1,Low
40,Female,Asia,Sports,22.46786827378905,0,Easy,10,60,8,29,Medium
16,Female,USA,Action,0.2251793573686855,0,Medium,17,35,98,8,Medium
43,Female,Europe,Sports,23.27553263047934,0,Easy,6,143,90,38,Medium
29,Female,Europe,Sports,16.75723635373016,0,Easy,0,97,62,15,Low
16,Male,Europe,RPG,9.600143513907412,0,Medium,19,79,22,17,High
36,Female,Europe,Strategy,21.01967425190828,0,Easy,6,41,89,28,Medium
28,Male,Europe,Sports,5.0896021383345005,0,Easy,14,52,70,19,Medium
29,Male,Europe,RPG,18.81196953144761,1,Easy,11,161,97,36,High
40,Male,USA,RPG,3.982432109252855,1,Easy,5,165,74,17,Medium
46,Female,Europe,Simulation,14.986693024006025,1,Easy,3,142,13,40,Medium
34,Male,Europe,RPG,11.854480997661549,1,Easy,19,92,61,8,High
45,Male,Europe,Strategy,20.383917136491625,0,Medium,7,30,96,2,Low
49,Female,Europe,Sports,10.453751014892209,0,Easy,8,10,69,13,Low
18,Male,Europe,Sports,15.114183469008024,1,Easy,18,121,49,20,High
24,Female,Europe,Action,16.969819382423978,0,Medium,16,169,29,38,High
44,Male,Other,RPG,22.91223711201194,0,Easy,15,26,39,24,Medium
15,Male,Europe,RPG,18.72131013233914,0,Medium,14,21,57,26,Medium
41,Female,USA,Sports,10.292773960930084,0,Easy,9,39,63,12,Medium
47,Female,Asia,Sports,4.198188022078785,0,Easy,13,34,42,27,Medium
15,Female,Asia,Action,20.409069042222697,0,Easy,11,43,94,12,Medium
16,Female,USA,Sports,17.68006101148691,0,Easy,1,166,54,9,Low
23,Male,Europe,RPG,13.44930351784358,0,Easy,16,148,44,43,High
37,Male,USA,Sports,16.83916841871792,0,Hard,7,165,27,3,Medium
34,Male,USA,Strategy,18.46442992552097,0,Hard,7,137,65,9,Medium
40,Male,Asia,RPG,10.824879604774017,0,Easy,3,102,17,19,Low
26,Male,USA,Sports,15.07465364685181,0,Medium,4,117,4,49,Medium
45,Male,Europe,RPG,11.956836378552405,0,Hard,1,89,17,8,Low
28,Male,Europe,RPG,6.705999416639304,0,Easy,17,59,24,11,Medium
31,Female,Asia,Strategy,23.638506981019987,1,Hard,2,61,8,41,Low
28,Male,USA,RPG,5.473668328105714,0,Medium,14,44,68,6,Medium
28,Female,USA,Sports,15.02567053182564,0,Easy,5,86,32,13,Low
45,Female,Europe,RPG,8.24917600805721,0,Easy,11,123,42,10,Medium
25,Male,Asia,Simulation,11.387508018196256,0,Medium,5,176,74,44,Medium
25,Male,Europe,Simulation,6.925594525539466,0,Medium,14,175,64,15,High
38,Male,Asia,Strategy,19.68837853922572,1,Medium,5,27,86,19,Low
31,Male,Asia,Sports,19.200194313228067,0,Hard,15,40,21,27,Medium
29,Male,Other,Strategy,23.697987006965505,1,Easy,18,73,76,9,Medium
39,Female,Europe,Simulation,23.21343018569764,0,Easy,6,159,4,18,Medium
47,Female,USA,Action,5.721874295822079,0,Hard,14,160,92,42,High
30,Male,USA,Strategy,13.73486500168088,1,Easy,1,33,8,8,Low
17,Female,Asia,Sports,13.39850100846471,0,Hard,19,98,13,40,High
41,Female,Europe,Strategy,15.691879735329849,0,Easy,9,143,46,45,Medium
37,Female,USA,RPG,22.93454120796492,0,Medium,18,177,7,34,High
27,Male,Europe,Sports,9.103538979168054,0,Hard,0,17,32,27,Low
